promotion_id,job_title,stage,stage_role,resource_id,resource_name,difficulty,resource_type,skill_tag,score,rank,rationale
科研人员_promotion1,科研人员,3,高级科研人员 / 课题骨干,科研人员_11,Matplotlib教程,进阶,文档教程,数据可视化,0.49,2,难度进阶适配阶段3
科研人员_promotion1,科研人员,3,高级科研人员 / 课题骨干,科研人员_9,NumPy用户指南,进阶,文档教程,NumPy,0.49,3,难度进阶适配阶段3
科研人员_promotion1,科研人员,3,高级科研人员 / 课题骨干,科研人员_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.43,4,难度进阶适配阶段3
科研人员_promotion1,科研人员,3,高级科研人员 / 课题骨干,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.59,5,通用面试资源；适配岗位「科研人员」面试场景；贴合晋级路径「科研」
科研人员_promotion1,科研人员,3,高级科研人员 / 课题骨干,job_interview2,求职OMG-大学生就业指导与技能开发,入门,视频课程,面试技巧,0.32,6,通用面试资源；通用求职面试基础
科研人员_promotion2,科研人员,1,科研助理,科研人员_1,科研伦理与学术规范,入门,视频课程,科研伦理,0.51,1,难度入门适配阶段1
科研人员_promotion2,科研人员,1,科研助理,科研人员_2,Python语言程序设计,入门,视频课程,Python,0.51,2,难度入门适配阶段1
科研人员_promotion2,科研人员,1,科研助理,科研人员_5,文献检索与科技论文写作,入门,视频课程,论文写作,0.51,3,难度入门适配阶段1
科研人员_promotion2,科研人员,1,科研助理,科研人员_12,Zotero官方文档,入门,文档教程,文献管理,0.43,4,难度入门适配阶段1
科研人员_promotion2,科研人员,1,科研助理,科研人员_13,ResearchGate帮助中心,入门,文档教程,科研社交,0.43,5,难度入门适配阶段1
科研人员_promotion2,科研人员,2,科研人员,科研人员_10,Pandas入门指南,进阶,文档教程,Pandas,0.43,1,难度进阶适配阶段2
科研人员_promotion2,科研人员,2,科研人员,科研人员_11,Matplotlib教程,进阶,文档教程,数据可视化,0.43,2,难度进阶适配阶段2
科研人员_promotion2,科研人员,2,科研人员,科研人员_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.43,3,难度进阶适配阶段2
科研人员_promotion2,科研人员,2,科研人员,科研人员_4,统计学,进阶,视频课程,统计学,0.43,4,难度进阶适配阶段2
科研人员_promotion2,科研人员,2,科研人员,科研人员_6,机器学习,进阶,视频课程,机器学习,0.43,5,难度进阶适配阶段2
科研人员_promotion2,科研人员,3,研发技术主管 / 产品经理,科研人员_10,Pandas入门指南,进阶,文档教程,Pandas,0.49,1,难度进阶适配阶段3
科研人员_promotion2,科研人员,3,研发技术主管 / 产品经理,科研人员_11,Matplotlib教程,进阶,文档教程,数据可视化,0.49,2,难度进阶适配阶段3
科研人员_promotion2,科研人员,3,研发技术主管 / 产品经理,科研人员_9,NumPy用户指南,进阶,文档教程,NumPy,0.49,3,难度进阶适配阶段3
科研人员_promotion2,科研人员,3,研发技术主管 / 产品经理,科研人员_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.43,4,难度进阶适配阶段3
科研人员_promotion2,科研人员,3,研发技术主管 / 产品经理,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.7,5,通用面试资源；适配岗位「科研人员」面试场景；贴合晋级路径「科研」
科研人员_promotion2,科研人员,3,研发技术主管 / 产品经理,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.4,6,通用面试资源；贴合晋级路径「主管」
科研人员_promotion3,科研人员,1,科研人员,科研人员_12,Zotero官方文档,入门,文档教程,文献管理,0.55,1,难度入门适配阶段1；匹配路线关键词管理
科研人员_promotion3,科研人员,1,科研人员,科研人员_1,科研伦理与学术规范,入门,视频课程,科研伦理,0.51,2,难度入门适配阶段1
科研人员_promotion3,科研人员,1,科研人员,科研人员_2,Python语言程序设计,入门,视频课程,Python,0.51,3,难度入门适配阶段1
科研人员_promotion3,科研人员,1,科研人员,科研人员_5,文献检索与科技论文写作,入门,视频课程,论文写作,0.51,4,难度入门适配阶段1
科研人员_promotion3,科研人员,1,科研人员,科研人员_13,ResearchGate帮助中心,入门,文档教程,科研社交,0.43,5,难度入门适配阶段1
科研人员_promotion3,科研人员,2,高级科研人员,科研人员_7,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.55,1,难度进阶适配阶段2；匹配路线关键词管理
科研人员_promotion3,科研人员,2,高级科研人员,科研人员_10,Pandas入门指南,进阶,文档教程,Pandas,0.43,2,难度进阶适配阶段2
科研人员_promotion3,科研人员,2,高级科研人员,科研人员_11,Matplotlib教程,进阶,文档教程,数据可视化,0.43,3,难度进阶适配阶段2
科研人员_promotion3,科研人员,2,高级科研人员,科研人员_3,数据结构与算法,进阶,视频课程,数据结构与算法,0.43,4,难度进阶适配阶段2
科研人员_promotion3,科研人员,2,高级科研人员,科研人员_4,统计学,进阶,视频课程,统计学,0.43,5,难度进阶适配阶段2
科研人员_promotion3,科研人员,3,课题负责人 / 实验室主任,科研人员_7,MySQL数据库设计与应用,进阶,视频课程,MySQL,0.55,1,难度进阶适配阶段3；匹配路线关键词管理
科研人员_promotion3,科研人员,3,课题负责人 / 实验室主任,科研人员_10,Pandas入门指南,进阶,文档教程,Pandas,0.49,2,难度进阶适配阶段3
科研人员_promotion3,科研人员,3,课题负责人 / 实验室主任,科研人员_11,Matplotlib教程,进阶,文档教程,数据可视化,0.49,3,难度进阶适配阶段3
科研人员_promotion3,科研人员,3,课题负责人 / 实验室主任,科研人员_9,NumPy用户指南,进阶,文档教程,NumPy,0.49,4,难度进阶适配阶段3
科研人员_promotion3,科研人员,3,课题负责人 / 实验室主任,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.71,5,通用面试资源；适配岗位「科研人员」面试场景；贴合晋级路径「科研」；匹配路线能力「管理」
科研人员_promotion3,科研人员,3,课题负责人 / 实验室主任,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.52,6,通用面试资源；贴合晋级路径「管理」；匹配路线能力「管理」
前端开发_promotion1,前端开发,1,前端助理,前端开发_1,HTML5网页设计,入门,视频课程,HTML/CSS,0.51,1,难度入门适配阶段1
前端开发_promotion1,前端开发,1,前端助理,前端开发_2,JavaScript程序设计,入门,视频课程,JavaScript,0.51,2,难度入门适配阶段1
前端开发_promotion1,前端开发,1,前端助理,前端开发_10,Pro Git第二版（中文版）,入门,文档教程,Git版本控制,0.43,3,难度入门适配阶段1
前端开发_promotion1,前端开发,1,前端助理,前端开发_7,MDN Web文档,入门,文档教程,Web开发,0.43,4,难度入门适配阶段1
前端开发_promotion1,前端开发,1,前端助理,前端开发_3,Web前端开发,进阶,视频课程,前端基础,0.23,5,同 JobTitle 岗位资源池
前端开发_promotion1,前端开发,2,前端开发工程师,前端开发_11,CSS-Tricks指南,进阶,文档教程,CSS,0.43,1,难度进阶适配阶段2
前端开发_promotion1,前端开发,2,前端开发工程师,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.43,2,难度进阶适配阶段2
前端开发_promotion1,前端开发,2,前端开发工程师,前端开发_13,Vite官方指南,进阶,文档教程,Vite,0.43,3,难度进阶适配阶段2
前端开发_promotion1,前端开发,2,前端开发工程师,前端开发_3,Web前端开发,进阶,视频课程,前端基础,0.43,4,难度进阶适配阶段2
前端开发_promotion1,前端开发,2,前端开发工程师,前端开发_4,Vue.js官方教程,进阶,文档教程,Vue.js,0.43,5,难度进阶适配阶段2
前端开发_promotion1,前端开发,3,高级前端工程师,前端开发_11,CSS-Tricks指南,进阶,文档教程,CSS,0.49,1,难度进阶适配阶段3
前端开发_promotion1,前端开发,3,高级前端工程师,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.49,2,难度进阶适配阶段3
前端开发_promotion1,前端开发,3,高级前端工程师,前端开发_13,Vite官方指南,进阶,文档教程,Vite,0.49,3,难度进阶适配阶段3
前端开发_promotion1,前端开发,3,高级前端工程师,前端开发_4,Vue.js官方教程,进阶,文档教程,Vue.js,0.49,4,难度进阶适配阶段3
前端开发_promotion1,前端开发,3,高级前端工程师,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.81,5,通用面试资源；适配岗位「前端开发」面试场景；贴合晋级路径「开发」
前端开发_promotion1,前端开发,3,高级前端工程师,job_interview2,求职OMG-大学生就业指导与技能开发,入门,视频课程,面试技巧,0.32,6,通用面试资源；通用求职面试基础
前端开发_promotion2,前端开发,1,前端开发工程师,前端开发_1,HTML5网页设计,入门,视频课程,HTML/CSS,0.51,1,难度入门适配阶段1
前端开发_promotion2,前端开发,1,前端开发工程师,前端开发_2,JavaScript程序设计,入门,视频课程,JavaScript,0.51,2,难度入门适配阶段1
前端开发_promotion2,前端开发,1,前端开发工程师,前端开发_10,Pro Git第二版（中文版）,入门,文档教程,Git版本控制,0.43,3,难度入门适配阶段1
前端开发_promotion2,前端开发,1,前端开发工程师,前端开发_7,MDN Web文档,入门,文档教程,Web开发,0.43,4,难度入门适配阶段1
前端开发_promotion2,前端开发,1,前端开发工程师,前端开发_3,Web前端开发,进阶,视频课程,前端基础,0.23,5,同 JobTitle 岗位资源池
前端开发_promotion2,前端开发,2,高级前端工程师,前端开发_11,CSS-Tricks指南,进阶,文档教程,CSS,0.43,1,难度进阶适配阶段2
前端开发_promotion2,前端开发,2,高级前端工程师,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.43,2,难度进阶适配阶段2
前端开发_promotion2,前端开发,2,高级前端工程师,前端开发_13,Vite官方指南,进阶,文档教程,Vite,0.43,3,难度进阶适配阶段2
前端开发_promotion2,前端开发,2,高级前端工程师,前端开发_3,Web前端开发,进阶,视频课程,前端基础,0.43,4,难度进阶适配阶段2
前端开发_promotion2,前端开发,2,高级前端工程师,前端开发_4,Vue.js官方教程,进阶,文档教程,Vue.js,0.43,5,难度进阶适配阶段2
前端开发_promotion2,前端开发,3,前端架构师 / 工程化专家,前端开发_11,CSS-Tricks指南,进阶,文档教程,CSS,0.49,1,难度进阶适配阶段3
前端开发_promotion2,前端开发,3,前端架构师 / 工程化专家,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.49,2,难度进阶适配阶段3
前端开发_promotion2,前端开发,3,前端架构师 / 工程化专家,前端开发_13,Vite官方指南,进阶,文档教程,Vite,0.49,3,难度进阶适配阶段3
前端开发_promotion2,前端开发,3,前端架构师 / 工程化专家,前端开发_4,Vue.js官方教程,进阶,文档教程,Vue.js,0.49,4,难度进阶适配阶段3
前端开发_promotion2,前端开发,3,前端架构师 / 工程化专家,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.94,5,通用面试资源；适配岗位「前端开发」面试场景；贴合晋级路径「开发」；匹配路线能力「架构」
前端开发_promotion2,前端开发,3,前端架构师 / 工程化专家,job_interview1,大学生职业发展与就业指导,入门,视频课程,求职指导,0.44,6,通用面试资源；匹配路线能力「架构」；通用求职面试基础
前端开发_promotion3,前端开发,1,前端开发工程师,前端开发_10,Pro Git第二版（中文版）,入门,文档教程,Git版本控制,0.55,1,难度入门适配阶段1；匹配路线关键词管理
前端开发_promotion3,前端开发,1,前端开发工程师,前端开发_1,HTML5网页设计,入门,视频课程,HTML/CSS,0.51,2,难度入门适配阶段1
前端开发_promotion3,前端开发,1,前端开发工程师,前端开发_2,JavaScript程序设计,入门,视频课程,JavaScript,0.51,3,难度入门适配阶段1
前端开发_promotion3,前端开发,1,前端开发工程师,前端开发_7,MDN Web文档,入门,文档教程,Web开发,0.43,4,难度入门适配阶段1
前端开发_promotion3,前端开发,1,前端开发工程师,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.27,5,匹配路线关键词项目
前端开发_promotion3,前端开发,2,高级前端工程师,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.55,1,难度进阶适配阶段2；匹配路线关键词项目
前端开发_promotion3,前端开发,2,高级前端工程师,前端开发_4,Vue.js官方教程,进阶,文档教程,Vue.js,0.55,2,难度进阶适配阶段2；匹配路线关键词管理
前端开发_promotion3,前端开发,2,高级前端工程师,前端开发_11,CSS-Tricks指南,进阶,文档教程,CSS,0.43,3,难度进阶适配阶段2
前端开发_promotion3,前端开发,2,高级前端工程师,前端开发_13,Vite官方指南,进阶,文档教程,Vite,0.43,4,难度进阶适配阶段2
前端开发_promotion3,前端开发,2,高级前端工程师,前端开发_3,Web前端开发,进阶,视频课程,前端基础,0.43,5,难度进阶适配阶段2
前端开发_promotion3,前端开发,3,前端负责人 / 研发主管,前端开发_12,ESLint官方文档,进阶,文档教程,代码规范,0.61,1,难度进阶适配阶段3；匹配路线关键词项目
前端开发_promotion3,前端开发,3,前端负责人 / 研发主管,前端开发_4,Vue.js官方教程,进阶,文档教程,Vue.js,0.61,2,难度进阶适配阶段3；匹配路线关键词管理
前端开发_promotion3,前端开发,3,前端负责人 / 研发主管,前端开发_11,CSS-Tricks指南,进阶,文档教程,CSS,0.49,3,难度进阶适配阶段3
前端开发_promotion3,前端开发,3,前端负责人 / 研发主管,前端开发_13,Vite官方指南,进阶,文档教程,Vite,0.49,4,难度进阶适配阶段3
前端开发_promotion3,前端开发,3,前端负责人 / 研发主管,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.93,5,通用面试资源；适配岗位「前端开发」面试场景；贴合晋级路径「开发」；匹配路线能力「管理」
前端开发_promotion3,前端开发,3,前端负责人 / 研发主管,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.63,6,通用面试资源；贴合晋级路径「管理」；匹配路线能力「管理」
硬件测试_promotion1,硬件测试,1,硬件测试助理,硬件测试_3,软件测试,入门,视频课程,软件测试理论,0.51,1,难度入门适配阶段1
硬件测试_promotion1,硬件测试,1,硬件测试助理,硬件测试_5,C语言程序设计,入门,视频课程,C语言,0.51,2,难度入门适配阶段1
硬件测试_promotion1,硬件测试,1,硬件测试助理,硬件测试_6,Python语言程序设计,入门,视频课程,Python,0.51,3,难度入门适配阶段1
硬件测试_promotion1,硬件测试,1,硬件测试助理,硬件测试_7,Linux系统管理,入门,视频课程,Linux,0.51,4,难度入门适配阶段1
硬件测试_promotion1,硬件测试,1,硬件测试助理,硬件测试_8,质量管理,入门,视频课程,质量管理,0.51,5,难度入门适配阶段1
硬件测试_promotion1,硬件测试,2,硬件测试工程师,硬件测试_1,模拟电子技术,进阶,视频课程,模拟电路,0.43,1,难度进阶适配阶段2
硬件测试_promotion1,硬件测试,2,硬件测试工程师,硬件测试_10,Six Sigma入门,进阶,文档教程,Six Sigma,0.43,2,难度进阶适配阶段2
硬件测试_promotion1,硬件测试,2,硬件测试工程师,硬件测试_11,ISO 9001概览,进阶,文档教程,行业标准,0.43,3,难度进阶适配阶段2
硬件测试_promotion1,硬件测试,2,硬件测试工程师,硬件测试_13,统计学,进阶,视频课程,统计学,0.43,4,难度进阶适配阶段2
硬件测试_promotion1,硬件测试,2,硬件测试工程师,硬件测试_2,数字电子技术,进阶,视频课程,数字电路,0.43,5,难度进阶适配阶段2
硬件测试_promotion1,硬件测试,3,高级硬件测试工程师,硬件测试_10,Six Sigma入门,进阶,文档教程,Six Sigma,0.49,1,难度进阶适配阶段3
硬件测试_promotion1,硬件测试,3,高级硬件测试工程师,硬件测试_11,ISO 9001概览,进阶,文档教程,行业标准,0.49,2,难度进阶适配阶段3
硬件测试_promotion1,硬件测试,3,高级硬件测试工程师,硬件测试_1,模拟电子技术,进阶,视频课程,模拟电路,0.43,3,难度进阶适配阶段3
硬件测试_promotion1,硬件测试,3,高级硬件测试工程师,硬件测试_13,统计学,进阶,视频课程,统计学,0.43,4,难度进阶适配阶段3
硬件测试_promotion1,硬件测试,3,高级硬件测试工程师,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.81,5,通用面试资源；适配岗位「硬件测试」面试场景；贴合晋级路径「工程师」
硬件测试_promotion1,硬件测试,3,高级硬件测试工程师,job_interview2,求职OMG-大学生就业指导与技能开发,入门,视频课程,面试技巧,0.32,6,通用面试资源；通用求职面试基础
硬件测试_promotion2,硬件测试,1,硬件测试工程师,硬件测试_3,软件测试,入门,视频课程,软件测试理论,0.51,1,难度入门适配阶段1
硬件测试_promotion2,硬件测试,1,硬件测试工程师,硬件测试_5,C语言程序设计,入门,视频课程,C语言,0.51,2,难度入门适配阶段1
硬件测试_promotion2,硬件测试,1,硬件测试工程师,硬件测试_6,Python语言程序设计,入门,视频课程,Python,0.51,3,难度入门适配阶段1
硬件测试_promotion2,硬件测试,1,硬件测试工程师,硬件测试_7,Linux系统管理,入门,视频课程,Linux,0.51,4,难度入门适配阶段1
硬件测试_promotion2,硬件测试,1,硬件测试工程师,硬件测试_8,质量管理,入门,视频课程,质量管理,0.51,5,难度入门适配阶段1
硬件测试_promotion2,硬件测试,2,可靠性测试工程师,硬件测试_1,模拟电子技术,进阶,视频课程,模拟电路,0.43,1,难度进阶适配阶段2
硬件测试_promotion2,硬件测试,2,可靠性测试工程师,硬件测试_10,Six Sigma入门,进阶,文档教程,Six Sigma,0.43,2,难度进阶适配阶段2
硬件测试_promotion2,硬件测试,2,可靠性测试工程师,硬件测试_11,ISO 9001概览,进阶,文档教程,行业标准,0.43,3,难度进阶适配阶段2
硬件测试_promotion2,硬件测试,2,可靠性测试工程师,硬件测试_13,统计学,进阶,视频课程,统计学,0.43,4,难度进阶适配阶段2
硬件测试_promotion2,硬件测试,2,可靠性测试工程师,硬件测试_2,数字电子技术,进阶,视频课程,数字电路,0.43,5,难度进阶适配阶段2
硬件测试_promotion2,硬件测试,3,高级可靠性工程师 / 测试专家,硬件测试_10,Six Sigma入门,进阶,文档教程,Six Sigma,0.49,1,难度进阶适配阶段3
硬件测试_promotion2,硬件测试,3,高级可靠性工程师 / 测试专家,硬件测试_11,ISO 9001概览,进阶,文档教程,行业标准,0.49,2,难度进阶适配阶段3
硬件测试_promotion2,硬件测试,3,高级可靠性工程师 / 测试专家,硬件测试_1,模拟电子技术,进阶,视频课程,模拟电路,0.43,3,难度进阶适配阶段3
硬件测试_promotion2,硬件测试,3,高级可靠性工程师 / 测试专家,硬件测试_13,统计学,进阶,视频课程,统计学,0.43,4,难度进阶适配阶段3
硬件测试_promotion2,硬件测试,3,高级可靠性工程师 / 测试专家,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.81,5,通用面试资源；适配岗位「硬件测试」面试场景；贴合晋级路径「工程师」
硬件测试_promotion2,硬件测试,3,高级可靠性工程师 / 测试专家,job_interview1,大学生职业发展与就业指导,入门,视频课程,求职指导,0.32,6,通用面试资源；通用求职面试基础
硬件测试_promotion3,硬件测试,1,硬件测试工程师,硬件测试_3,软件测试,入门,视频课程,软件测试理论,0.63,1,难度入门适配阶段1；匹配路线关键词测试
硬件测试_promotion3,硬件测试,1,硬件测试工程师,硬件测试_5,C语言程序设计,入门,视频课程,C语言,0.63,2,难度入门适配阶段1；匹配路线关键词测试
硬件测试_promotion3,硬件测试,1,硬件测试工程师,硬件测试_6,Python语言程序设计,入门,视频课程,Python,0.63,3,难度入门适配阶段1；匹配路线关键词测试
硬件测试_promotion3,硬件测试,1,硬件测试工程师,硬件测试_7,Linux系统管理,入门,视频课程,Linux,0.63,4,难度入门适配阶段1；匹配路线关键词管理
硬件测试_promotion3,硬件测试,1,硬件测试工程师,硬件测试_8,质量管理,入门,视频课程,质量管理,0.63,5,难度入门适配阶段1；匹配路线关键词管理
硬件测试_promotion3,硬件测试,2,高级硬件测试,硬件测试_1,模拟电子技术,进阶,视频课程,模拟电路,0.55,1,难度进阶适配阶段2；匹配路线关键词测试
硬件测试_promotion3,硬件测试,2,高级硬件测试,硬件测试_11,ISO 9001概览,进阶,文档教程,行业标准,0.55,2,难度进阶适配阶段2；匹配路线关键词管理
硬件测试_promotion3,硬件测试,2,高级硬件测试,硬件测试_13,统计学,进阶,视频课程,统计学,0.55,3,难度进阶适配阶段2；匹配路线关键词质量
硬件测试_promotion3,硬件测试,2,高级硬件测试,硬件测试_4,嵌入式系统,进阶,视频课程,嵌入式,0.55,4,难度进阶适配阶段2；匹配路线关键词测试
硬件测试_promotion3,硬件测试,2,高级硬件测试,硬件测试_10,Six Sigma入门,进阶,文档教程,Six Sigma,0.43,5,难度进阶适配阶段2
硬件测试_promotion3,硬件测试,3,硬件质量主管 / QA经理,硬件测试_11,ISO 9001概览,进阶,文档教程,行业标准,0.61,1,难度进阶适配阶段3；匹配路线关键词管理
硬件测试_promotion3,硬件测试,3,硬件质量主管 / QA经理,硬件测试_1,模拟电子技术,进阶,视频课程,模拟电路,0.55,2,难度进阶适配阶段3；匹配路线关键词测试
硬件测试_promotion3,硬件测试,3,硬件质量主管 / QA经理,硬件测试_13,统计学,进阶,视频课程,统计学,0.55,3,难度进阶适配阶段3；匹配路线关键词质量
硬件测试_promotion3,硬件测试,3,硬件质量主管 / QA经理,硬件测试_4,嵌入式系统,进阶,视频课程,嵌入式,0.55,4,难度进阶适配阶段3；匹配路线关键词测试
硬件测试_promotion3,硬件测试,3,硬件质量主管 / QA经理,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.93,5,通用面试资源；适配岗位「硬件测试」面试场景；贴合晋级路径「工程师」；匹配路线能力「管理」
硬件测试_promotion3,硬件测试,3,硬件质量主管 / QA经理,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.64,6,通用面试资源；贴合晋级路径「管理」；匹配路线能力「管理」
质量管理_测试_promotion1,质量管理/测试,1,质量专员,质量管理_测试_1,质量管理,入门,视频课程,质量管理,0.63,1,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,1,质量专员,质量管理_测试_10,Python语言程序设计,入门,视频课程,Python,0.63,2,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,1,质量专员,质量管理_测试_12,沟通技巧,入门,视频课程,沟通技巧,0.63,3,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,1,质量专员,质量管理_测试_13,软件工程,入门,视频课程,软件工程,0.63,4,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,1,质量专员,质量管理_测试_2,软件测试,入门,视频课程,软件测试理论,0.63,5,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,2,质量工程师,质量管理_测试_3,统计学,进阶,视频课程,统计学,0.55,1,难度进阶适配阶段2；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,2,质量工程师,质量管理_测试_5,ISO 9001概览,进阶,文档教程,ISO9001,0.55,2,难度进阶适配阶段2；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,2,质量工程师,质量管理_测试_6,ISTQB软件测试认证,进阶,文档教程,测试认证,0.55,3,难度进阶适配阶段2；匹配路线关键词测试
质量管理_测试_promotion1,质量管理/测试,2,质量工程师,质量管理_测试_7,Apache JMeter用户手册,进阶,文档教程,性能测试,0.55,4,难度进阶适配阶段2；匹配路线关键词测试
质量管理_测试_promotion1,质量管理/测试,2,质量工程师,质量管理_测试_4,Six Sigma入门,进阶,文档教程,Six Sigma,0.43,5,难度进阶适配阶段2
质量管理_测试_promotion1,质量管理/测试,3,QA主管 / 质量体系经理,质量管理_测试_5,ISO 9001概览,进阶,文档教程,ISO9001,0.61,1,难度进阶适配阶段3；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,3,QA主管 / 质量体系经理,质量管理_测试_6,ISTQB软件测试认证,进阶,文档教程,测试认证,0.61,2,难度进阶适配阶段3；匹配路线关键词测试
质量管理_测试_promotion1,质量管理/测试,3,QA主管 / 质量体系经理,质量管理_测试_7,Apache JMeter用户手册,进阶,文档教程,性能测试,0.61,3,难度进阶适配阶段3；匹配路线关键词测试
质量管理_测试_promotion1,质量管理/测试,3,QA主管 / 质量体系经理,质量管理_测试_3,统计学,进阶,视频课程,统计学,0.55,4,难度进阶适配阶段3；匹配路线关键词质量
质量管理_测试_promotion1,质量管理/测试,3,QA主管 / 质量体系经理,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.82,5,通用面试资源；适配岗位「质量管理/测试」面试场景；贴合晋级路径「工程师」；匹配路线能力「质量」
质量管理_测试_promotion1,质量管理/测试,3,QA主管 / 质量体系经理,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.64,6,通用面试资源；贴合晋级路径「管理」；匹配路线能力「质量」
质量管理_测试_promotion2,质量管理/测试,1,测试工程师,质量管理_测试_1,质量管理,入门,视频课程,质量管理,0.63,1,难度入门适配阶段1；匹配路线关键词管理
质量管理_测试_promotion2,质量管理/测试,1,测试工程师,质量管理_测试_10,Python语言程序设计,入门,视频课程,Python,0.63,2,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion2,质量管理/测试,1,测试工程师,质量管理_测试_12,沟通技巧,入门,视频课程,沟通技巧,0.63,3,难度入门适配阶段1；匹配路线关键词沟通
质量管理_测试_promotion2,质量管理/测试,1,测试工程师,质量管理_测试_13,软件工程,入门,视频课程,软件工程,0.63,4,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion2,质量管理/测试,1,测试工程师,质量管理_测试_2,软件测试,入门,视频课程,软件测试理论,0.63,5,难度入门适配阶段1；匹配路线关键词质量
质量管理_测试_promotion2,质量管理/测试,2,质量工程师,质量管理_测试_3,统计学,进阶,视频课程,统计学,0.55,1,难度进阶适配阶段2；匹配路线关键词质量
质量管理_测试_promotion2,质量管理/测试,2,质量工程师,质量管理_测试_5,ISO 9001概览,进阶,文档教程,ISO9001,0.55,2,难度进阶适配阶段2；匹配路线关键词管理
质量管理_测试_promotion2,质量管理/测试,2,质量工程师,质量管理_测试_6,ISTQB软件测试认证,进阶,文档教程,测试认证,0.55,3,难度进阶适配阶段2；匹配路线关键词测试
质量管理_测试_promotion2,质量管理/测试,2,质量工程师,质量管理_测试_7,Apache JMeter用户手册,进阶,文档教程,性能测试,0.55,4,难度进阶适配阶段2；匹配路线关键词测试
质量管理_测试_promotion2,质量管理/测试,2,质量工程师,质量管理_测试_4,Six Sigma入门,进阶,文档教程,Six Sigma,0.43,5,难度进阶适配阶段2
质量管理_测试_promotion2,质量管理/测试,3,质量总监,质量管理_测试_5,ISO 9001概览,进阶,文档教程,ISO9001,0.61,1,难度进阶适配阶段3；匹配路线关键词管理
质量管理_测试_promotion2,质量管理/测试,3,质量总监,质量管理_测试_6,ISTQB软件测试认证,进阶,文档教程,测试认证,0.61,2,难度进阶适配阶段3；匹配路线关键词测试
质量管理_测试_promotion2,质量管理/测试,3,质量总监,质量管理_测试_7,Apache JMeter用户手册,进阶,文档教程,性能测试,0.61,3,难度进阶适配阶段3；匹配路线关键词测试
质量管理_测试_promotion2,质量管理/测试,3,质量总监,质量管理_测试_3,统计学,进阶,视频课程,统计学,0.55,4,难度进阶适配阶段3；匹配路线关键词质量
质量管理_测试_promotion2,质量管理/测试,3,质量总监,job_interview10,牛客网笔试面试题库,进阶,在线练习,笔试面试,0.82,5,通用面试资源；适配岗位「质量管理/测试」面试场景；贴合晋级路径「工程师」；匹配路线能力「管理」
质量管理_测试_promotion2,质量管理/测试,3,质量总监,job_interview9,人力资源管理,进阶,视频课程,面试技巧,0.52,6,通用面试资源；贴合晋级路径「管理」；匹配路线能力「管理」
销售工程师_promotion1,销售工程师,1,售前助理,销售工程师_4,商务沟通,入门,视频课程,商务沟通,0.63,1,难度入门适配阶段1；匹配路线关键词沟通
销售工程师_promotion1,销售工程师,1,售前助理,销售工程师_8,沟通技巧,入门,视频课程,沟通技巧,0.63,2,难度入门适配阶段1；匹配路线关键词沟通
销售工程师_promotion1,销售工程师,1,售前助理,销售工程师_9,Office办公软件应用,入门,视频课程,Office办公,0.63,3,难度入门适配阶段1；匹配路线关键词方案
销售工程师_promotion1,销售工程师,1,售前助理,销售工程师_1,市场营销,入门,视频课程,市场营销,0.51,4,难度入门适配阶段1
