from_job_title,to_job_title,score,rank,track_from,track_to,cap_similarity,same_track,promotion_linked,rationale
项目专员/助理,产品专员/助理,0.898,2,产品项目,产品项目,0.9969,1,0,能力画像高度相近；同职业赛道
项目专员/助理,项目招投标,0.8966,3,产品项目,产品项目,0.9947,1,0,能力画像高度相近；同职业赛道
项目专员/助理,咨询顾问,0.8921,4,产品项目,产品项目,0.9879,1,0,能力画像高度相近；同职业赛道
项目专员/助理,运营助理/专员,0.6483,5,产品项目,运营增长,0.9973,0,0,能力画像高度相近
项目专员/助理,技术支持工程师,0.6476,6,产品项目,实施运维,0.9963,0,0,能力画像高度相近
项目专员/助理,实施工程师,0.647,7,产品项目,实施运维,0.9954,0,0,能力画像高度相近
项目专员/助理,游戏运营,0.6469,8,产品项目,运营增长,0.9953,0,0,能力画像高度相近
风电工程师,Java,0.8743,1,技术研发,技术研发,0.9604,1,0,能力画像高度相近；同职业赛道
风电工程师,前端开发,0.87,2,技术研发,技术研发,0.9538,1,0,能力画像高度相近；同职业赛道
风电工程师,C/C++,0.8697,3,技术研发,技术研发,0.9534,1,0,能力画像高度相近；同职业赛道
风电工程师,科研人员,0.8672,4,技术研发,技术研发,0.9496,1,0,能力画像高度相近；同职业赛道
风电工程师,项目经理/主管,0.7353,5,技术研发,产品项目,0.9774,0,1,能力画像高度相近；晋升终点岗位互相关联
风电工程师,质检员,0.6483,6,技术研发,测试质量,0.9974,0,0,能力画像高度相近
风电工程师,质量管理/测试,0.6475,7,技术研发,测试质量,0.9961,0,0,能力画像高度相近
风电工程师,硬件测试,0.644,8,技术研发,测试质量,0.9908,0,0,能力画像高度相近
质量管理/测试,硬件测试,0.9948,1,测试质量,测试质量,0.9919,1,1,能力画像高度相近；同职业赛道；晋升终点岗位互相关联
质量管理/测试,测试工程师,0.9929,2,测试质量,测试质量,0.9892,1,1,能力画像高度相近；同职业赛道；晋升终点岗位互相关联
质量管理/测试,软件测试,0.9883,3,测试质量,测试质量,0.982,1,1,能力画像高度相近；同职业赛道；晋升终点岗位互相关联
质量管理/测试,质检员,0.893,4,测试质量,测试质量,0.9892,1,0,能力画像高度相近；同职业赛道
质量管理/测试,风电工程师,0.6475,5,测试质量,技术研发,0.9961,0,0,能力画像高度相近
质量管理/测试,技术支持工程师,0.6448,6,测试质量,实施运维,0.9919,0,0,能力画像高度相近
质量管理/测试,实施工程师,0.6447,7,测试质量,实施运维,0.9918,0,0,能力画像高度相近
质量管理/测试,培训师,0.6443,8,测试质量,人力培训,0.9912,0,0,能力画像高度相近
档案管理,资料管理,0.8998,1,行政档案,行政档案,0.9996,1,0,能力画像高度相近；同职业赛道
档案管理,内容审核,0.6487,2,行政档案,运营增长,0.998,0,0,能力画像高度相近
档案管理,统计员,0.647,3,行政档案,数据分析,0.9954,0,0,能力画像高度相近
档案管理,硬件测试,0.6441,4,行政档案,测试质量,0.9909,0,0,能力画像高度相近
档案管理,质检员,0.6438,5,行政档案,测试质量,0.9904,0,0,能力画像高度相近
档案管理,风电工程师,0.6438,6,行政档案,技术研发,0.9904,0,0,能力画像高度相近
档案管理,质量管理/测试,0.6427,7,行政档案,测试质量,0.9887,0,0,能力画像高度相近
档案管理,实施工程师,0.6425,8,行政档案,实施运维,0.9885,0,0,能力画像高度相近
资料管理,档案管理,0.8998,1,行政档案,行政档案,0.9996,1,0,能力画像高度相近；同职业赛道
资料管理,内容审核,0.6488,2,行政档案,运营增长,0.9981,0,0,能力画像高度相近
资料管理,统计员,0.6484,3,行政档案,数据分析,0.9975,0,0,能力画像高度相近
资料管理,实施工程师,0.6445,4,行政档案,实施运维,0.9916,0,0,能力画像高度相近
资料管理,硬件测试,0.644,5,行政档案,测试质量,0.9907,0,0,能力画像高度相近
资料管理,质量管理/测试,0.6437,6,行政档案,测试质量,0.9902,0,0,能力画像高度相近
资料管理,风电工程师,0.6433,7,行政档案,技术研发,0.9897,0,0,能力画像高度相近
资料管理,质检员,0.6424,8,行政档案,测试质量,0.9883,0,0,能力画像高度相近
APP推广,游戏推广,0.8978,1,运营增长,运营增长,0.9967,1,0,能力画像高度相近；同职业赛道
APP推广,社区运营,0.8941,2,运营增长,运营增长,0.9909,1,0,能力画像高度相近；同职业赛道
APP推广,游戏运营,0.8878,3,运营增长,运营增长,0.9813,1,0,能力画像高度相近；同职业赛道
APP推广,运营助理/专员,0.8837,4,运营增长,运营增长,0.975,1,0,能力画像高度相近；同职业赛道
APP推广,内容审核,0.8637,5,运营增长,运营增长,0.9441,1,0,能力画像高度相近；同职业赛道
APP推广,电话销售,0.6486,6,运营增长,市场销售,0.9978,0,0,能力画像高度相近
APP推广,网络销售,0.6482,7,运营增长,市场销售,0.9972,0,0,能力画像高度相近
APP推广,广告销售,0.6468,8,运营增长,市场销售,0.9951,0,0,能力画像高度相近
法务专员/助理,律师,0.8984,1,法务知产,法务知产,0.9975,1,0,能力画像高度相近；同职业赛道
法务专员/助理,律师助理,0.8979,2,法务知产,法务知产,0.9967,1,0,能力画像高度相近；同职业赛道
法务专员/助理,知识产权/专利代理,0.8973,3,法务知产,法务知产,0.9958,1,0,能力画像高度相近；同职业赛道
法务专员/助理,培训师,0.6476,4,法务知产,人力培训,0.9964,0,0,能力画像高度相近
法务专员/助理,英语翻译,0.6465,5,法务知产,语言翻译,0.9946,0,0,能力画像高度相近
法务专员/助理,项目经理/主管,0.6452,6,法务知产,产品项目,0.9927,0,0,能力画像高度相近
法务专员/助理,技术支持工程师,0.6446,7,法务知产,实施运维,0.9918,0,0,能力画像高度相近
法务专员/助理,质量管理/测试,0.6438,8,法务知产,测试质量,0.9904,0,0,能力画像高度相近
培训师,管培生/储备干部,0.8946,1,人力培训,人力培训,0.9917,1,0,能力画像高度相近；同职业赛道
培训师,储备干部,0.8909,2,人力培训,人力培训,0.9859,1,0,能力画像高度相近；同职业赛道
培训师,猎头顾问,0.8864,3,人力培训,人力培训,0.9791,1,0,能力画像高度相近；同职业赛道
培训师,招聘专员/助理,0.8848,4,人力培训,人力培训,0.9767,1,0,能力画像高度相近；同职业赛道
培训师,知识产权/专利代理,0.6492,5,人力培训,法务知产,0.9987,0,0,能力画像高度相近
培训师,法务专员/助理,0.6476,6,人力培训,法务知产,0.9964,0,0,能力画像高度相近
培训师,律师助理,0.646,7,人力培训,法务知产,0.9938,0,0,能力画像高度相近
培训师,律师,0.6459,8,人力培训,法务知产,0.9938,0,0,能力画像高度相近
英语翻译,日语翻译,0.8989,1,语言翻译,语言翻译,0.9983,1,0,能力画像高度相近；同职业赛道
英语翻译,项目招投标,0.6484,2,语言翻译,产品项目,0.9976,0,0,能力画像高度相近
英语翻译,项目经理/主管,0.6472,3,语言翻译,产品项目,0.9958,0,0,能力画像高度相近
英语翻译,咨询顾问,0.647,4,语言翻译,产品项目,0.9953,0,0,能力画像高度相近
英语翻译,总助/CEO助理/董事长助理,0.6467,5,语言翻译,,0.995,0,0,能力画像高度相近
英语翻译,法务专员/助理,0.6465,6,语言翻译,法务知产,0.9946,0,0,能力画像高度相近
英语翻译,项目专员/助理,0.6464,7,语言翻译,产品项目,0.9945,0,0,能力画像高度相近
英语翻译,储备经理人,0.6462,8,语言翻译,,0.9941,0,0,能力画像高度相近
电话客服,售后客服,0.899,1,客服支持,客服支持,0.9985,1,0,能力画像高度相近；同职业赛道
电话客服,网络客服,0.8955,2,客服支持,客服支持,0.9931,1,0,能力画像高度相近；同职业赛道
电话客服,电话销售,0.6475,3,客服支持,市场销售,0.9961,0,0,能力画像高度相近
电话客服,广告销售,0.647,4,客服支持,市场销售,0.9955,0,0,能力画像高度相近
电话客服,销售助理,0.6466,5,客服支持,市场销售,0.9948,0,0,能力画像高度相近
电话客服,APP推广,0.6462,6,客服支持,运营增长,0.9941,0,0,能力画像高度相近
电话客服,商务专员,0.6457,7,客服支持,市场销售,0.9934,0,0,能力画像高度相近
电话客服,招聘专员/助理,0.645,8,客服支持,人力培训,0.9924,0,0,能力画像高度相近
游戏推广,APP推广,0.8978,1,运营增长,运营增长,0.9967,1,0,能力画像高度相近；同职业赛道
游戏推广,社区运营,0.893,2,运营增长,运营增长,0.9892,1,0,能力画像高度相近；同职业赛道
游戏推广,游戏运营,0.8909,3,运营增长,运营增长,0.986,1,0,能力画像高度相近；同职业赛道
游戏推广,运营助理/专员,0.8876,4,运营增长,运营增长,0.981,1,0,能力画像高度相近；同职业赛道
游戏推广,内容审核,0.8691,5,运营增长,运营增长,0.9525,1,0,能力画像高度相近；同职业赛道
游戏推广,网络销售,0.6494,6,运营增长,市场销售,0.999,0,0,能力画像高度相近
游戏推广,网络客服,0.6454,7,运营增长,客服支持,0.993,0,0,能力画像高度相近
游戏推广,BD经理,0.6452,8,运营增长,市场销售,0.9926,0,0,能力画像高度相近
咨询顾问,项目经理/主管,0.8953,1,产品项目,产品项目,0.9927,1,0,能力画像高度相近；同职业赛道
咨询顾问,项目招投标,0.8943,2,产品项目,产品项目,0.9912,1,0,能力画像高度相近；同职业赛道
咨询顾问,项目专员/助理,0.8921,3,产品项目,产品项目,0.9879,1,0,能力画像高度相近；同职业赛道
咨询顾问,产品专员/助理,0.8912,4,产品项目,产品项目,0.9865,1,0,能力画像高度相近；同职业赛道
咨询顾问,销售工程师,0.649,5,产品项目,市场销售,0.9984,0,0,能力画像高度相近
咨询顾问,猎头顾问,0.6489,6,产品项目,人力培训,0.9983,0,0,能力画像高度相近
咨询顾问,社区运营,0.6477,7,产品项目,运营增长,0.9964,0,0,能力画像高度相近
咨询顾问,英语翻译,0.647,8,产品项目,语言翻译,0.9953,0,0,能力画像高度相近
知识产权/专利代理,法务专员/助理,0.8973,1,法务知产,法务知产,0.9958,1,0,能力画像高度相近；同职业赛道
知识产权/专利代理,律师,0.8965,2,法务知产,法务知产,0.9947,1,0,能力画像高度相近；同职业赛道
知识产权/专利代理,律师助理,0.8951,3,法务知产,法务知产,0.9925,1,0,能力画像高度相近；同职业赛道
知识产权/专利代理,培训师,0.6492,4,法务知产,人力培训,0.9987,0,0,能力画像高度相近
知识产权/专利代理,技术支持工程师,0.6455,5,法务知产,实施运维,0.9931,0,0,能力画像高度相近
知识产权/专利代理,项目经理/主管,0.6446,6,法务知产,产品项目,0.9917,0,0,能力画像高度相近
知识产权/专利代理,产品专员/助理,0.6433,7,法务知产,产品项目,0.9897,0,0,能力画像高度相近
知识产权/专利代理,英语翻译,0.6433,8,法务知产,语言翻译,0.9897,0,0,能力画像高度相近
项目招投标,项目专员/助理,0.8966,1,产品项目,产品项目,0.9947,1,0,能力画像高度相近；同职业赛道
项目招投标,项目经理/主管,0.8966,2,产品项目,产品项目,0.9948,1,0,能力画像高度相近；同职业赛道
项目招投标,咨询顾问,0.8943,3,产品项目,产品项目,0.9912,1,0,能力画像高度相近；同职业赛道
项目招投标,产品专员/助理,0.8929,4,产品项目,产品项目,0.9891,1,0,能力画像高度相近；同职业赛道
项目招投标,日语翻译,0.6489,5,产品项目,语言翻译,0.9982,0,0,能力画像高度相近
项目招投标,英语翻译,0.6484,6,产品项目,语言翻译,0.9976,0,0,能力画像高度相近
项目招投标,招聘专员/助理,0.6477,7,产品项目,人力培训,0.9964,0,0,能力画像高度相近
项目招投标,游戏运营,0.6471,8,产品项目,运营增长,0.9956,0,0,能力画像高度相近
日语翻译,英语翻译,0.8989,1,语言翻译,语言翻译,0.9983,1,0,能力画像高度相近；同职业赛道
日语翻译,项目招投标,0.6489,2,语言翻译,产品项目,0.9982,0,0,能力画像高度相近
日语翻译,招聘专员/助理,0.6472,3,语言翻译,人力培训,0.9957,0,0,能力画像高度相近
日语翻译,销售助理,0.6469,4,语言翻译,市场销售,0.9952,0,0,能力画像高度相近
日语翻译,售后客服,0.6468,5,语言翻译,客服支持,0.995,0,0,能力画像高度相近
日语翻译,总助/CEO助理/董事长助理,0.6467,6,语言翻译,,0.9949,0,0,能力画像高度相近
日语翻译,社区运营,0.6466,7,语言翻译,运营增长,0.9947,0,0,能力画像高度相近
日语翻译,商务专员,0.6465,8,语言翻译,市场销售,0.9946,0,0,能力画像高度相近
项目经理/主管,项目专员/助理,0.9972,1,产品项目,产品项目,0.9956,1,1,能力画像高度相近；同职业赛道；晋升终点岗位互相关联
项目经理/主管,项目招投标,0.8966,2,产品项目,产品项目,0.9948,1,0,能力画像高度相近；同职业赛道
项目经理/主管,产品专员/助理,0.8962,3,产品项目,产品项目,0.9942,1,0,能力画像高度相近；同职业赛道
项目经理/主管,咨询顾问,0.8953,4,产品项目,产品项目,0.9927,1,0,能力画像高度相近；同职业赛道
项目经理/主管,实施工程师,0.745,5,产品项目,实施运维,0.9923,0,1,能力画像高度相近；晋升终点岗位互相关联
项目经理/主管,风电工程师,0.7353,6,产品项目,技术研发,0.9774,0,1,能力画像高度相近；晋升终点岗位互相关联
项目经理/主管,技术支持工程师,0.6473,7,产品项目,实施运维,0.9959,0,0,能力画像高度相近
项目经理/主管,英语翻译,0.6472,8,产品项目,语言翻译,0.9958,0,0,能力画像高度相近
产品专员/助理,项目专员/助理,0.898,1,产品项目,产品项目,0.9969,1,0,能力画像高度相近；同职业赛道
产品专员/助理,项目经理/主管,0.8962,2,产品项目,产品项目,0.9942,1,0,能力画像高度相近；同职业赛道
产品专员/助理,项目招投标,0.8929,3,产品项目,产品项目,0.9891,1,0,能力画像高度相近；同职业赛道
产品专员/助理,咨询顾问,0.8912,4,产品项目,产品项目,0.9865,1,0,能力画像高度相近；同职业赛道
产品专员/助理,科研人员,0.733,5,产品项目,技术研发,0.9738,0,1,能力画像高度相近；晋升终点岗位互相关联
产品专员/助理,技术支持工程师,0.6476,6,产品项目,实施运维,0.9963,0,0,能力画像高度相近
产品专员/助理,实施工程师,0.6469,7,产品项目,实施运维,0.9953,0,0,能力画像高度相近
产品专员/助理,运营助理/专员,0.6468,8,产品项目,运营增长,0.9951,0,0,能力画像高度相近
