competition_id,job_name,competition_name,competition_desc,official_url,competition_type,organizer,target_audience,team_mode,frequency,difficulty,cap_tags,skill_tags,award_level
comp_055,C/C++|科研人员|Java,中国高校智能机器人创意大赛,中国高校智能机器人创意大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（机器人类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.robotcontest.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,高阶,cap_req_practice|cap_req_digital|cap_req_innovation|cap_req_teamwork,机器人|嵌入式|自动控制,国家级
comp_056,C/C++|硬件测试|风电工程师|科研人员,全国大学生节能减排社会实践与科技竞赛,全国大学生节能减排社会实践与科技竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://www.jienengjianpai.org/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,工程设计|创新|实操,国家级
comp_057,英语翻译|日语翻译|内容审核,“21世纪杯”全国英语演讲比赛,“21世纪杯”全国英语演讲比赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（语言类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://contest.i21st.cn/index.php,学科竞赛,教育部相关教指委/学会,本科在校生,个人或团队,每年,入门,cap_req_social|cap_req_cross|cap_req_growth|cap_req_teamwork,英语|口语|写作|翻译,国家级
comp_058,项目经理/主管|产品专员/助理|管培生/储备干部,iCAN大学生创新创业大赛,iCAN大学生创新创业大赛是面向大学生的创新创业竞赛，入选2024年全国普通高校学科竞赛排行榜（综合类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.g-ican.com/home/index,创新创业,行业学会/高校联盟,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,创新思维|项目管理|商业策划,国家级
comp_059,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,“工行杯”全国大学生金融科技创新大赛,“工行杯”全国大学生金融科技创新大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://www.gonghangbei.com/,学科竞赛,中国工商银行,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,金融科技|产品设计|商业分析,国家级
comp_060,英语翻译|日语翻译|内容审核,中华经典诵写讲大赛-讲解大赛,中华经典诵写讲大赛-讲解大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（语言类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://jdsxj.eduyun.cn/,学科竞赛,行业学会/高校联盟,本科在校生,团队,每年,入门,cap_req_social|cap_req_cross|cap_req_growth|cap_req_teamwork,英语|翻译|表达,国家级
comp_061,英语翻译|日语翻译|内容审核,“外教社杯”全国高校学生跨文化能力大赛,“外教社杯”全国高校学生跨文化能力大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（语言类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://ict.sflep.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_social|cap_req_cross|cap_req_growth|cap_req_teamwork,英语|翻译|表达,国家级
comp_062,Java|C/C++|前端开发|测试工程师|软件测试,百度之星·程序设计大赛,百度之星程序设计大赛是国内历史最久、影响力较大的企业级编程赛事之一，考察算法、编码与问题求解能力。,https://star.baidu.com/#/,程序设计,百度在线网络技术（北京）有限公司,本科在校生,个人或团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,算法|数据结构|编程|Java,国家级
comp_063,内容审核|产品专员/助理,全国大学生工业设计大赛,全国大学生工业设计大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（艺术类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.cuidc.net/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_innovation|cap_req_practice|cap_req_cross|cap_req_growth,设计|创意|视觉表达,国家级
comp_064,C/C++|硬件测试|风电工程师|科研人员,全国大学生水利创新设计大赛,全国大学生水利创新设计大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://sljzw.hhu.edu.cn/fenhui/main.psp,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,水利工程|设计|创新,国家级
comp_065,C/C++|硬件测试|风电工程师|科研人员,全国大学生化工实验大赛,全国大学生化工实验大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.cteic.com/higherEducation-199.html,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,化工设计|流程模拟|实验,国家级
comp_066,科研人员|统计员|Java|C/C++,全国大学生化学实验创新设计大赛,全国大学生化学实验创新设计大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（理学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://cid.nju.edu.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_cross|cap_req_practice|cap_req_innovation,化学实验|实验设计|安全,国家级
comp_067,Java|C/C++|前端开发|测试工程师|软件测试,全国大学生计算机系统能力大赛,计算机系统能力大赛含 CPU、操作系统、编译、数据库等多个赛道，面向系统级设计与工程实践能力培养。,https://compiler.educg.net/#/,程序设计,教育部高等学校计算机类专业教学指导委员会等,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,编程|计算机基础|系统设计,国家级
comp_068,科研人员,全国大学生花园设计建造竞赛,全国大学生花园设计建造竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（农学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.lalavision.com/fjyl/ch/index.aspx,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_cross|cap_req_innovation|cap_req_teamwork,农业|装备|创新,国家级
comp_069,C/C++|硬件测试|风电工程师|科研人员,全国大学生物联网设计竞赛,全国大学生物联网设计竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://iot.sjtu.edu.cn/Default.aspx,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,物联网|嵌入式|系统设计,国家级
comp_070,C/C++|硬件测试|科研人员|Java,全国大学生信息安全与对抗技术竞赛,全国大学生信息安全与对抗技术竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（电子信息类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://www.isclab.org.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_innovation,网络安全|渗透测试|密码学,国家级
comp_071,C/C++|硬件测试|风电工程师|科研人员,全国大学生测绘学科创新创业智能大赛,全国大学生测绘学科创新创业智能大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://smt.whu.edu.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,测绘|GIS|遥感,国家级
comp_072,科研人员|统计员|Java|C/C++,全国大学生统计建模大赛,全国大学生统计建模大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（理学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://tjjmds.ai-learning.net/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_cross|cap_req_practice|cap_req_innovation,统计学|数据分析|建模,国家级
comp_073,项目经理/主管|产品专员/助理|管培生/储备干部,全国大学生能源经济学术创意大赛,全国大学生能源经济学术创意大赛是面向大学生的创新创业竞赛，入选2024年全国普通高校学科竞赛排行榜（综合类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.ceeia.cn/,创新创业,教育部等部委/团中央,本科在校生,团队,每年,高阶,cap_req_innovation|cap_req_teamwork|cap_req_social|cap_req_growth,创新思维|项目管理|商业策划,国家级
comp_074,科研人员,全国大学生基础医学创新研究暨实验设计论坛（大赛）,全国大学生基础医学创新研究暨实验设计论坛（大赛）是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（医学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.jcyxds.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_teamwork|cap_req_social,临床技能|医学理论|实操,国家级
comp_075,内容审核|产品专员/助理,全国大学生数字媒体科技作品及创意竞赛,全国大学生数字媒体科技作品及创意竞赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（艺术类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://mit.caai.cn/index.php?m=wap,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,入门,cap_req_innovation|cap_req_practice|cap_req_cross|cap_req_growth,设计|创意|视觉表达,国家级
comp_076,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,全国本科院校税收风险管控案例大赛,全国本科院校税收风险管控案例大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://ssfkds.moocollege.com/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,商业分析|市场调研|财务,国家级
comp_077,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,全国企业竞争模拟大赛,全国企业竞争模拟大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.ibizsim.com.cn/,学科竞赛,中国管理现代化研究会,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,商业分析|市场调研|财务,国家级
comp_078,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,全国高等院校数智化企业经营沙盘大赛,全国高等院校数智化企业经营沙盘大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://www.seentao.com/,学科竞赛,中国商业联合会、新道科技股份有限公司,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,企业经营|财务决策|模拟,国家级
comp_079,C/C++|硬件测试|风电工程师|科研人员,全国数字建筑创新应用大赛,全国数字建筑创新应用大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（其他工学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://bisai.ccen.com.cn/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_theory|cap_req_innovation|cap_req_teamwork,工程设计|创新|实操,国家级
comp_080,Java|C/C++|前端开发|测试工程师|软件测试,全球校园人工智能算法精英大赛,全球校园人工智能算法精英大赛是面向大学生的程序设计与算法竞赛，入选2024年全国普通高校学科竞赛排行榜（计算机类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.digix.org.cn/,程序设计,国际组织/国内学会,本科在校生,个人或团队,每年,进阶,cap_req_theory|cap_req_practice|cap_req_digital|cap_req_growth,机器学习|深度学习|算法,国家级
comp_081,科研人员,国际大学生智能农业装备创新大赛,国际大学生智能农业装备创新大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（农学类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://uiaec.ujs.edu.cn/,学科竞赛,国际组织/国内学会,本科在校生,团队,每年,进阶,cap_req_practice|cap_req_cross|cap_req_innovation|cap_req_teamwork,农业装备|机械|创新,国家级
comp_082,BD经理|商务专员|销售工程师|咨询顾问|项目专员/助理,“科云杯”全国大学生财会职业能力大赛,“科云杯”全国大学生财会职业能力大赛是面向大学生的学科专业竞赛，入选2024年全国普通高校学科竞赛排行榜（经管类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://match.xmkeyun.com.cn/nc/,学科竞赛,教育部相关教指委/学会,本科在校生,团队,每年,进阶,cap_req_social|cap_req_theory|cap_req_teamwork|cap_req_innovation,会计|财务|ERP,国家级
comp_083,Java|C/C++|测试工程师|实施工程师|技术支持工程师,一带一路暨金砖国家技能发展与技术创新大赛,一带一路暨金砖国家技能发展与技术创新大赛是面向大学生的职业技能竞赛，入选2024年全国普通高校学科竞赛排行榜（职业技能类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,http://www.brskills.com/,职业技能,行业学会/高校联盟,本科在校生,团队,每年,入门,cap_req_practice|cap_req_digital|cap_req_growth|cap_req_teamwork,职业技能|实操|工程实践,国家级
comp_084,Java|C/C++|测试工程师|实施工程师|技术支持工程师,码蹄杯全国职业院校程序设计大赛,码蹄杯全国职业院校程序设计大赛是面向大学生的职业技能竞赛，入选2024年全国普通高校学科竞赛排行榜（职业技能类），旨在提升参赛者的专业理论、实践应用与综合创新能力，适合相关领域在校生参与以积累竞赛成果与项目经验。,https://matiji.net/exam/contest/topic?id=1,职业技能,教育部相关教指委/学会,高校及职业院校在校生,个人或团队,每年,入门,cap_req_practice|cap_req_digital|cap_req_growth|cap_req_teamwork,算法|数据结构|编程|Java,国家级
